,Dmax,X,Ku,Ka,W,ldr
1,0.378477565474,,2.134869287746944e-11,1.0589523437087795e-09,4.999059310024759e-08,0.000203589969801
2,1.01797414449,,4.795073109007824e-11,2.375420956459535e-09,1.5231669517451237e-05,0.000151263046438
3,1.65747071594,,1.0769075224473517e-10,5.325597817014181e-09,0.00018658102050364336,0.0002867891425
4,2.29696729496,,2.4183081810907465e-10,1.1932390607821756e-08,0.000707927340907567,0.000210798927937
5,2.9364638664,,5.43026023753587e-10,2.6713395610840744e-08,0.0013631187448334885,6.72449734383e-05
6,3.57596044542,,1.2191373300037176e-09,5.974021090547484e-08,0.001740190478938146,0.000270684832627
7,4.21545702444,,2.7365296245696644e-09,1.334136477067206e-07,0.002178273747866888,0.000215470803706
8,4.85495359589,,6.140876025715652e-09,2.973982288318307e-07,0.004071157386290723,0.000181236029723
9,5.4944501749,,1.377569504800585e-08,6.613299097943758e-07,0.00889900748040319,0.00021734405564
10,6.13394675392,,3.0889776541732794e-08,1.4659932289963592e-06,0.017731091987920434,0.000245128079422
11,6.77344332537,,6.922186951295313e-08,3.2362396083076734e-06,0.03409039191445061,0.000166546383168
12,7.41293990439,,1.5500443880885066e-07,7.105337489663102e-06,0.062343765098406015,0.000316115571853
13,8.05243647583,,3.467430473162956e-07,1.5489309794961135e-05,0.09645972549254184,0.000342229363279
14,8.69193305485,,7.746608898322276e-07,3.3452397068954855e-05,0.12820027738323928,0.000349152633417
15,9.33142963387,,1.727620350238079e-06,7.136681042415947e-05,0.16993019821061575,0.000491066369508
16,9.97092620532,,3.844273734487898e-06,0.00014981612019276196,0.23387753552164448,0.000605875189711
17,10.6104227843,,8.52871866850559e-06,0.00030791087626330773,0.29944988898549924,0.000905083063268
18,11.2499193633,,1.884874219431337e-05,0.0006154691328755386,0.3615314980934085,0.00106642513842
0,11.3543269642,,0.008213693992810514,0.016093043987462734,0.3743945921025832,0.113328652471
19,11.8894159348,,4.144472435917287e-05,0.0011859955591892904,0.4667205964190157,0.00141052280345
20,12.5289125138,,9.052127159305265e-05,0.0021780747110356174,0.6170655178220984,0.00190035528381
21,13.1684090853,,0.00019598737688049841,0.00375574643669468,0.7338245653212846,0.00307042794089
22,13.8079056643,,0.00041948985738092705,0.005966985221939675,0.8379279473087736,0.00526570633095
23,14.4474022433,,0.0008844527932777646,0.008544799018820078,1.0482632903724665,0.00986105361484
24,15.0868988147,,0.0018281949562792411,0.010827321323924003,1.3071400554072157,0.0207883483636
25,15.7263953938,,0.0036817821731501485,0.012341055431819285,1.4344041799401757,0.048229352619
26,16.3658919728,,0.0071652518956493464,0.014853032638676308,1.5089358933215422,0.101921693009
27,17.0053885442,,0.013330475814790299,0.02598708611337267,1.8609719258453006,0.130808613749
28,17.6448851232,,0.023378074447149472,0.06049819383079356,2.51551482830497,0.108426994027
29,18.2843816947,,0.037964239098328745,0.1411826530967032,3.1137722421662906,0.0865105477066
30,18.9238782737,,0.055875188839502966,0.3500715963803277,3.37956829709922,0.0667505952544
